adventure_id,adventure_title,source_book,publisher,page_count,level_start,level_end,levels_action,decision,reason
ADV-0860,Clockwork Replicator,Micro Dungeons Annual Compendium 2024,ND Hobbies,1,3,3,PRESERVE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0861,Forgotten Stronghold of Thorns,Micro Dungeons Annual Compendium 2024,ND Hobbies,1,3,3,PRESERVE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0862,Laboratory of the Beastmaster,Micro Dungeons Annual Compendium 2024,ND Hobbies,1,4,4,PRESERVE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0863,Plague Worms,Micro Dungeons Annual Compendium 2024,ND Hobbies,1,4,4,PRESERVE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0864,Halls of the Serpentine God,Micro Dungeons Annual Compendium 2024,ND Hobbies,1,5,5,PRESERVE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0865,Beyond the Liminal Luminosity,Micro Dungeons Annual Compendium 2024,ND Hobbies,2,1,1,PRESERVE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0866,The Dancing Arsenal,Micro Dungeons Annual Compendium 2024,ND Hobbies,2,5,5,PRESERVE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0867,They Come from the Sea,Micro Dungeons Annual Compendium 2024,ND Hobbies,2,10,10,PRESERVE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0868,Hotter than Blood,Micro Dungeons Annual Compendium 2024,ND Hobbies,2,15,15,PRESERVE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0869,Eclipse at the Solar Mother's Temple,Micro Dungeons Annual Compendium 2024,ND Hobbies,2,20,20,PRESERVE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0870,Hall of the Dragon Curse,Micro Dungeons Annual Compendium 2024,ND Hobbies,1,5,5,PRESERVE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0871,Owlbear Rush,Micro Dungeons Annual Compendium 2024,ND Hobbies,1,2,2,PRESERVE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0872,Stone of Nightmare,Micro Dungeons Annual Compendium 2024,ND Hobbies,1,3,3,PRESERVE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0873,The Corpse of Saint Galine,Micro Dungeons Annual Compendium 2024,ND Hobbies,1,3,3,PRESERVE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0874,Hidden Stars,Micro Dungeons Annual Compendium 2024,ND Hobbies,1,4,4,PRESERVE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0875,The House of Wyrdlings,Micro Dungeons Annual Compendium 2024,ND Hobbies,1,3,3,PRESERVE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0876,Hunt in the Haunted Street,Micro Dungeons Annual Compendium 2024,ND Hobbies,1,5,5,PRESERVE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0877,The Woe of the Old,Micro Dungeons Annual Compendium 2024,ND Hobbies,1,10,10,PRESERVE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0878,Finvarella's Flight,Micro Dungeons Annual Compendium 2024,ND Hobbies,1,7,7,PRESERVE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0879,The Croaking of the Toads,Micro Dungeons Annual Compendium 2024,ND Hobbies,1,5,5,PRESERVE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0880,Magic of the Wizard's Keep,Micro Dungeons Annual Compendium 2024,ND Hobbies,1,5,5,PRESERVE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0881,The Sword's Resting Place,Micro Dungeons Annual Compendium 2024,ND Hobbies,1,7,7,PRESERVE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0882,Prison of the Wyrd Lord,Micro Dungeons Annual Compendium 2024,ND Hobbies,1,5,5,PRESERVE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0883,The Weird Case of the Wailing Tree,Micro Dungeons Annual Compendium 2024,ND Hobbies,1,1,1,PRESERVE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0884,Disaster in the Alchemy Lab,Micro Dungeons Annual Compendium 2024,ND Hobbies,1,4,4,PRESERVE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0885,Micro Dungeons: Raid of the Frost King Citadel,Micro Dungeons Annual Compendium 2024,ND Hobbies,6,10,10,PRESERVE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
