adventure_id,adventure_title,source_book,publisher,page_count,level_start,level_end,levels_action,decision,reason
ADV-0886,A Horsehead Man in the Wheat Fields,Micro Dungeons Annual Compendium 2024,ND Hobbies,1,4,4,PRESERVE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0887,Bewitched Dursley's Manor,Micro Dungeons Annual Compendium 2024,ND Hobbies,1,4,4,PRESERVE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0888,That Thing,Micro Dungeons Annual Compendium 2024,ND Hobbies,1,4,4,PRESERVE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0889,Devil's in the Details,Micro Dungeons Annual Compendium 2024,ND Hobbies,1,4,4,PRESERVE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0890,Circus of Horrors,Micro Dungeons Annual Compendium 2024,ND Hobbies,1,4,4,PRESERVE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0891,Castle of the Frost Queen,Micro Dungeons Annual Compendium 2024,ND Hobbies,1,3,3,PRESERVE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0892,Cut the Cold Dragon's Leg,Micro Dungeons Annual Compendium 2024,ND Hobbies,1,10,10,PRESERVE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0893,Build a Saint,Micro Dungeons Annual Compendium 2024,ND Hobbies,1,5,5,PRESERVE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0894,Night of the Beast,Micro Dungeons Annual Compendium 2024,ND Hobbies,1,3,3,PRESERVE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0895,Strike at the Elven Factory,Micro Dungeons Annual Compendium 2024,ND Hobbies,1,5,5,PRESERVE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0896,Micro Dungeons: Crown of the Goblin King,Micro Dungeons Annual Compendium 2024,ND Hobbies,7,5,7,PRESERVE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0897,Goblins in the Dark,Micro Dungeons Annual Compendium 2024,ND Hobbies,1,5,5,PRESERVE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0898,The Forest of Missing Children,Micro Dungeons Annual Compendium 2024,ND Hobbies,1,5,5,PRESERVE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0899,The Caverns of the Goblin Forge,Micro Dungeons Annual Compendium 2024,ND Hobbies,1,6,6,PRESERVE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0900,The Flying Goblin Army,Micro Dungeons Annual Compendium 2024,ND Hobbies,1,6,6,PRESERVE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0901,Castle of the Goblin King,Micro Dungeons Annual Compendium 2024,ND Hobbies,1,7,7,PRESERVE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0902,Gnome Vault Heist,Micro Dungeons Annual Compendium 2024,ND Hobbies,1,4,4,PRESERVE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0903,The Manticore's Canyon,Micro Dungeons Annual Compendium 2024,ND Hobbies,1,4,4,PRESERVE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0904,The Eccentric Lord Bellacrussio,Micro Dungeons Annual Compendium 2024,ND Hobbies,1,5,5,PRESERVE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0905,Danger: Flammable Materials,Micro Dungeons Annual Compendium 2024,ND Hobbies,1,4,4,PRESERVE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0906,No Dinosaurs Allowed in the Museum,Micro Dungeons Annual Compendium 2024,ND Hobbies,1,4,4,PRESERVE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0907,The Forgotten Temple of the Sun God,Micro Dungeons Annual Compendium 2024,ND Hobbies,1,1,1,PRESERVE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0908,Saving Paladin Cyan,Micro Dungeons Annual Compendium 2024,ND Hobbies,1,2,2,PRESERVE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0909,Escape from Ditrysia,Micro Dungeons Annual Compendium 2024,ND Hobbies,1,3,3,PRESERVE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0910,Out of the Underworld,Micro Dungeons Annual Compendium 2024,ND Hobbies,1,4,4,PRESERVE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
ADV-0911,Battle Against the Elven Moth Queen,Micro Dungeons Annual Compendium 2024,ND Hobbies,1,5,5,PRESERVE,SELECT,explicit_target_11_scores_blank_source_preflight_pass
